Date,Cummulative Advancing Coins (%24h),Cummulative Declining Coins (%24h),,ADVN - DECN,,19 Calc,39 Calc,,Osc (MO),Index (MSI)
22 Dec 2022,81,44,,37,,-21.51585125,-15.85118026,,-5.664670994,-49.21626049
23 Dec 2022,56,69,,-13,,-15.66426613,-13.20862124,,-2.455644882,-51.67190538
24 Dec 2022,57,68,,-11,,-15.39783951,-13.19819018,,-2.199649332,-53.87155471
25 Dec 2022,33,92,,-59,,-14.95805556,-13.08828067,,-1.869774889,-55.7413296
26 Dec 2022,91,34,,57,,-19.36225001,-15.38386664,,-3.978383367,-59.71971296
27 Dec 2022,27,98,,-71,,-11.726025,-11.76467331,,0.03864830177,-59.68106466
28 Dec 2022,10,115,,-105,,-17.6534225,-14.72643964,,-2.926982863,-62.60804752
29 Dec 2022,63,62,,1,,-26.38808025,-19.24011766,,-7.147962595,-69.75601012
30 Dec 2022,35,90,,-55,,-23.64927223,-18.22811178,,-5.421160452,-75.17717057
31 Dec 2022,64,61,,3,,-26.78434501,-20.06670619,,-6.717638818,-81.89480939
1 Jan 2023,97,28,,69,,-23.80591051,-18.91337088,,-4.892539627,-86.78734902
2 Jan 2023,110,15,,95,,-14.52531945,-14.51770233,,-0.007617120445,-86.79496614
3 Jan 2023,56,69,,-13,,-3.572787509,-9.041817217,,5.469029708,-81.32593643
4 Jan 2023,112,13,,99,,-4.515508758,-9.239726357,,4.724217598,-76.60171883
5 Jan 2023,27,98,,-71,,5.836042118,-3.827740039,,9.663782156,-66.93793667
6 Jan 2023,96,29,,67,,-1.847562094,-7.186353037,,5.338790943,-61.59914573
7 Jan 2023,62,63,,-1,,5.037194115,-3.477035385,,8.5142295,-53.08491623
8 Jan 2023,119,6,,113,,4.433474704,-3.353183616,,7.786658319,-45.29825791
9 Jan 2023,108,17,,91,,15.29012723,2.464475565,,12.82565167,-32.47260624
10 Jan 2023,96,29,,67,,22.86111451,6.891251787,,15.96986272,-16.50274352
11 Jan 2023,100,25,,75,,27.27500306,9.896689197,,17.37831386,0.8755703406
12 Jan 2023,109,16,,93,,32.04750275,13.15185474,,18.89564802,19.77121836
13 Jan 2023,121,4,,117,,38.14275248,17.144262,,20.99849048,40.76970883
14 Jan 2023,115,10,,105,,46.02847723,22.1370489,,23.89142833,64.66113716
15 Jan 2023,66,59,,7,,51.92562951,26.28019646,,25.64543305,90.30657021
16 Jan 2023,47,78,,-31,,47.43306656,25.31618663,,22.11687992,112.4234501
17 Jan 2023,55,70,,-15,,39.5897599,22.5003773,,17.0893826,129.5128327
18 Jan 2023,10,115,,-105,,34.13078391,20.62535844,,13.50542547,143.0182582
19 Jan 2023,115,10,,105,,20.21770552,14.34409051,,5.873615005,148.8918732
20 Jan 2023,119,6,,113,,28.69593497,18.87688599,,9.819048979,158.7109222
21 Jan 2023,34,91,,-57,,37.12634147,23.58304169,,13.54329978,172.254222
22 Jan 2023,92,33,,59,,27.71370732,19.5538896,,8.159817719,180.4140397
23 Jan 2023,93,32,,61,,30.84233659,21.52619512,,9.316141467,189.7301812
24 Jan 2023,15,110,,-95,,33.85810293,23.49988537,,10.35821756,200.0883987
25 Jan 2023,118,7,,111,,20.97229264,17.5748911,,3.397401539,203.4858003
26 Jan 2023,60,65,,-5,,29.97506338,22.24614654,,7.72891683,211.2147171
27 Jan 2023,100,25,,75,,26.47755704,20.88383922,,5.59371782,216.8084349
28 Jan 2023,35,90,,-55,,31.32980133,23.58964726,,7.740154077,224.548589
29 Jan 2023,115,10,,105,,22.6968212,19.66016489,,3.036656307,227.5852453
30 Jan 2023,11,114,,-103,,30.92713908,23.92715665,,6.999982431,234.5852277
31 Jan 2023,115,10,,105,,17.53442517,17.58079882,,-0.04637364439,234.5388541
1 Feb 2023,118,7,,111,,26.28098266,21.95175888,,4.329223779,238.8680779
2 Feb 2023,49,76,,-27,,34.75288439,26.40417093,,8.348713457,247.2167913
3 Feb 2023,88,37,,51,,28.57759595,23.73396239,,4.843633565,252.0604249
4 Feb 2023,48,77,,-29,,30.81983636,25.09726427,,5.722572089,257.782997
5 Feb 2023,17,108,,-91,,24.83785272,22.39240105,,2.445451667,260.2284486
6 Feb 2023,27,98,,-71,,13.25406745,16.722781,,-3.468713552,256.7597351
7 Feb 2023,119,6,,113,,4.828660703,12.33664195,,-7.507981247,249.2517538
8 Feb 2023,25,100,,-75,,15.64579463,17.36980985,,-1.72401522,247.5277386
9 Feb 2023,18,107,,-89,,6.58121517,12.75131936,,-6.170104191,241.3576344
10 Feb 2023,68,57,,11,,-2.976906347,7.663753392,,-10.64065974,230.7169747
11 Feb 2023,109,16,,93,,-1.579215713,7.830565723,,-9.409781435,221.3071933
12 Feb 2023,31,94,,-63,,7.878705859,12.08903744,,-4.210331578,217.0968617
13 Feb 2023,27,98,,-71,,0.7908352728,8.334585565,,-7.543750292,209.5531114
14 Feb 2023,113,12,,101,,-6.388248254,4.367856286,,-10.75610454,198.7970069
15 Feb 2023,121,4,,117,,4.350576571,9.199463472,,-4.848886901,193.9481199
16 Feb 2023,9,116,,-107,,15.61551891,14.5894903,,1.026028615,194.9741486
17 Feb 2023,122,3,,119,,3.353967022,8.510015783,,-5.156048761,189.8180998
18 Feb 2023,79,46,,33,,14.91857032,14.03451499,,0.8840553259,190.7021551
19 Feb 2023,52,73,,-21,,16.72671329,14.98278924,,1.743924044,192.4460792
20 Feb 2023,107,18,,89,,12.95404196,13.18364978,,-0.229607823,192.2164714
21 Feb 2023,29,96,,-67,,20.55863776,16.97446729,,3.58417047,195.8006418
22 Feb 2023,36,89,,-53,,11.80277399,12.77574393,,-0.9729699415,194.8276719
23 Feb 2023,47,78,,-31,,5.322496588,9.486956732,,-4.164460144,190.6632117
24 Feb 2023,12,113,,-101,,1.69024693,7.462608896,,-5.772361966,184.8908498
25 Feb 2023,32,93,,-61,,-8.578777763,2.039478451,,-10.61825621,174.2725936
26 Feb 2023,113,12,,101,,-13.82089999,-1.112495472,,-12.70840452,161.564189
27 Feb 2023,28,97,,-69,,-2.338809988,3.993129302,,-6.33193929,155.2322497
28 Feb 2023,20,105,,-85,,-9.00492899,0.3434728367,,-9.348401826,145.8838479
1 Mar 2023,118,7,,111,,-16.60443609,-3.923700805,,-12.68073529,133.2031126
2 Mar 2023,13,112,,-99,,-3.843992482,1.822484235,,-5.666476717,127.5366359
3 Mar 2023,13,112,,-99,,-13.35959323,-3.218639977,,-10.14095326,117.3956827
4 Mar 2023,24,101,,-77,,-21.92363391,-8.007707978,,-13.91592593,103.4797567
5 Mar 2023,14,111,,-97,,-27.43127052,-11.45732258,,-15.97394794,87.50580879
6 Mar 2023,70,55,,15,,-34.38814347,-15.73445645,,-18.65368702,68.85212177
7 Mar 2023,27,98,,-71,,-29.44932912,-14.19773363,,-15.25159549,53.60052628
8 Mar 2023,7,118,,-111,,-33.60439621,-17.03784695,,-16.56654926,37.03397702
9 Mar 2023,4,121,,-117,,-41.34395659,-21.7359546,,-19.60800199,17.42597503
10 Mar 2023,63,62,,1,,-48.90956093,-26.49915687,,-22.41040406,-4.984429029
11 Mar 2023,7,118,,-111,,-43.91860484,-25.12419903,,-18.79440581,-23.77883484
12 Mar 2023,122,3,,119,,-50.62674435,-29.41798907,,-21.20875528,-44.98759012
13 Mar 2023,118,7,,111,,-33.66406992,-21.99708962,,-11.6669803,-56.65457041
14 Mar 2023,108,17,,91,,-19.19766293,-15.34723514,,-3.850427786,-60.5049982
15 Mar 2023,12,113,,-101,,-8.177896633,-10.02987338,,1.85197675,-58.65302145
16 Mar 2023,110,15,,95,,-17.46010697,-14.57837971,,-2.881727256,-61.53474871
17 Mar 2023,121,4,,117,,-6.214096273,-9.099460728,,2.885364455,-58.64938425
18 Mar 2023,12,113,,-101,,6.107313355,-2.794487691,,8.901801046,-49.74758321
19 Mar 2023,113,12,,101,,-4.603417981,-7.704763307,,3.101345326,-46.64623788
20 Mar 2023,8,117,,-109,,5.956923817,-2.269525141,,8.226448959,-38.41978892
21 Mar 2023,114,11,,103,,-5.538768564,-7.606048884,,2.06728032,-36.3525086
22 Mar 2023,12,113,,-101,,5.315108292,-2.07574644,,7.390854732,-28.96165387
23 Mar 2023,109,16,,93,,-5.316402537,-7.021959118,,1.705556581,-27.25609729
24 Mar 2023,14,111,,-97,,4.515237717,-2.020861162,,6.536098879,-20.71999841
25 Mar 2023,27,98,,-71,,-5.636286055,-6.769818104,,1.133532049,-19.58646636
26 Mar 2023,116,9,,107,,-12.17265745,-9.981327199,,-2.191330251,-21.77779661
27 Mar 2023,10,115,,-105,,-0.2553917047,-4.132260839,,3.876869134,-17.90092748
28 Mar 2023,119,6,,113,,-10.72985253,-9.175647797,,-1.554204737,-19.45513222
29 Mar 2023,108,17,,91,,1.643132719,-3.066865407,,4.709998126,-14.74513409
30 Mar 2023,22,103,,-81,,10.57881945,1.636477863,,8.942341584,-5.802792505
31 Mar 2023,114,11,,103,,1.420937503,-2.49534603,,3.916283532,-1.886508972
1 Apr 2023,66,59,,7,,11.57884375,2.779421272,,8.799422481,6.912913509
2 Apr 2023,18,107,,-89,,11.12095938,2.990450208,,8.130509169,15.04342268
3 Apr 2023,63,62,,1,,1.108863439,-1.609072302,,2.717935742,17.76135842
4 Apr 2023,104,21,,83,,1.097977095,-1.478618687,,2.576595783,20.3379542
5 Apr 2023,92,33,,59,,9.288179386,2.745312247,,6.542867139,26.88082134
6 Apr 2023,27,98,,-71,,14.25936145,5.558046635,,8.701314813,35.58213615
7 Apr 2023,35,90,,-55,,5.733425303,1.730144303,,4.003281,39.58541715
8 Apr 2023,31,94,,-63,,-0.3399172277,-1.106362912,,0.7664456845,40.35186284
9 Apr 2023,91,34,,57,,-6.605925505,-4.201044767,,-2.404880738,37.9469821
10 Apr 2023,113,12,,101,,-0.2453329544,-1.140992528,,0.8956595738,38.84264167
11 Apr 2023,55,70,,-15,,9.879200341,3.966057098,,5.913143243,44.75578492
12 Apr 2023,40,85,,-45,,7.391280307,3.017754243,,4.373526064,49.12931098
13 Apr 2023,118,7,,111,,2.152152276,0.6168665311,,1.535285745,50.66459672
14 Apr 2023,108,17,,91,,13.03693705,6.136023205,,6.900913844,57.56551057
15 Apr 2023,68,57,,11,,20.83324334,10.37922204,,10.4540213,68.01953187
16 Apr 2023,97,28,,69,,19.84991901,10.41026094,,9.439658067,77.45918994
17 Apr 2023,20,105,,-85,,24.76492711,13.3397479,,11.42517921,88.88436915
18 Apr 2023,112,13,,99,,13.7884344,8.4227605,,5.365673897,94.25004305
19 Apr 2023,4,121,,-117,,22.30959096,12.95162248,,9.357968483,103.6080115
20 Apr 2023,13,112,,-99,,8.378631862,6.454041351,,1.924590511,105.532602
21 Apr 2023,12,113,,-101,,-2.359231324,1.181339284,,-3.540570608,101.9920314
22 Apr 2023,117,8,,109,,-12.22330819,-3.92772768,,-8.295580511,93.69645092
23 Apr 2023,8,117,,-109,,-0.1009773726,1.718658704,,-1.819636076,91.87681484
24 Apr 2023,44,81,,-37,,-10.99087964,-3.817274231,,-7.173605404,84.70320944
25 Apr 2023,108,17,,91,,-13.59179167,-5.47641052,,-8.115381152,76.58782829
26 Apr 2023,25,100,,-75,,-3.132612505,-0.6525899939,,-2.480022511,74.10780578
27 Apr 2023,106,19,,87,,-10.31935125,-4.369960494,,-5.94939076,68.15841502
28 Apr 2023,39,86,,-47,,-0.5874161287,0.1985375305,,-0.7859536592,67.37246136
29 Apr 2023,87,38,,49,,-5.228674516,-2.161389346,,-3.06728517,64.30517619
30 Apr 2023,16,109,,-93,,0.1941929357,0.3966801213,,-0.2024871856,64.102689
1 May 2023,13,112,,-99,,-9.125226358,-4.273153885,,-4.852072473,59.25061653
2 May 2023,92,33,,59,,-18.11270372,-9.009496191,,-9.103207532,50.147409
3 May 2023,95,30,,65,,-10.40143335,-5.609021381,,-4.792411969,45.35499703
4 May 2023,21,104,,-83,,-2.861290015,-2.078570312,,-0.7827197029,44.57227733
5 May 2023,104,21,,83,,-10.87516101,-6.124641796,,-4.750519217,39.82175811
6 May 2023,10,115,,-105,,-1.487644912,-1.668409707,,0.1807647945,40.0025229
7 May 2023,25,100,,-75,,-11.83888042,-6.834989221,,-5.0038912,34.9986317
8 May 2023,8,117,,-109,,-18.15499238,-10.24323976,,-7.911752619,27.08687909
9 May 2023,70,55,,15,,-27.23949314,-15.18107777,,-12.05841537,15.02846372
10 May 2023,96,29,,67,,-23.01554383,-13.67202388,,-9.343519943,5.684943773
11 May 2023,6,119,,-113,,-14.01398944,-9.638422689,,-4.375566755,1.309377019
12 May 2023,101,24,,77,,-23.9125905,-14.80650155,,-9.106088945,-7.796711926
13 May 2023,32,93,,-61,,-13.82133145,-10.21617648,,-3.605154973,-11.4018669
14 May 2023,102,23,,79,,-18.5391983,-12.75536765,,-5.783830651,-17.18569755
15 May 2023,87,38,,49,,-8.785278474,-8.167599271,,-0.6176792037,-17.80337675
16 May 2023,61,64,,-3,,-3.006750627,-5.309219307,,2.30246868,-15.50090807
17 May 2023,102,23,,79,,-3.006075564,-5.193758342,,2.187682778,-13.3132253
18 May 2023,13,112,,-99,,5.194531992,-0.9840704247,,6.178602417,-7.134622879
19 May 2023,68,57,,11,,-5.224921207,-5.884866903,,0.6599456964,-6.474677183
20 May 2023,69,56,,13,,-3.602429086,-5.040623558,,1.438194472,-5.036482711
21 May 2023,6,119,,-113,,-1.942186178,-4.13859238,,2.196406203,-2.840076508
22 May 2023,75,50,,25,,-13.04796756,-9.581662761,,-3.466304799,-6.306381307
23 May 2023,105,20,,85,,-9.243170804,-7.852579623,,-1.390591181,-7.696972487
24 May 2023,9,116,,-107,,0.1811462765,-3.209950642,,3.391096919,-4.305875569
25 May 2023,53,72,,-19,,-10.53696835,-8.39945311,,-2.137515241,-6.44339081
26 May 2023,96,29,,67,,-11.38327152,-8.929480454,,-2.453791062,-8.897181871
27 May 2023,105,20,,85,,-3.544944364,-5.133006432,,1.588062067,-7.309119804
28 May 2023,116,9,,107,,5.309550072,-0.6263561102,,5.935906182,-1.373213622
29 May 2023,27,98,,-71,,15.47859506,4.754961695,,10.72363337,9.350419748
30 May 2023,58,67,,-9,,6.830735558,0.9672136106,,5.863521948,15.2139417
31 May 2023,17,108,,-91,,5.247662002,0.46885293,,4.778809072,19.99275077
1 Jun 2023,43,82,,-39,,-4.377104198,-4.104589716,,-0.2725144813,19.72023629
2 Jun 2023,118,7,,111,,-7.839393778,-5.849360231,,-1.990033547,17.73020274
3 Jun 2023,44,81,,-37,,4.0445456,-0.006892219109,,4.051437819,21.78164056
4 Jun 2023,64,61,,3,,-0.05990896016,-1.856547608,,1.796638648,23.57827921
5 Jun 2023,6,119,,-113,,0.2460819359,-1.613720228,,1.859802164,25.43808137
6 Jun 2023,115,10,,105,,-11.07852626,-7.183034216,,-3.895492041,21.54258933
7 Jun 2023,5,120,,-115,,0.529326368,-1.573882506,,2.103208874,23.6457982
8 Jun 2023,85,40,,45,,-11.02360627,-7.24518838,,-3.778417889,19.86738031
9 Jun 2023,40,85,,-45,,-5.421245642,-4.632928961,,-0.7883166806,19.07906363
10 Jun 2023,6,119,,-113,,-9.379121078,-6.651282513,,-2.727838565,16.35122507
11 Jun 2023,61,64,,-3,,-19.74120897,-11.96871839,,-7.772490582,8.578734486
12 Jun 2023,64,61,,3,,-18.06708807,-11.52028247,,-6.546805605,2.031928881
13 Jun 2023,70,55,,15,,-15.96037927,-10.79426834,,-5.166110921,-3.13418204
14 Jun 2023,11,114,,-103,,-12.86434134,-9.504554928,,-3.359786412,-6.493968451
15 Jun 2023,89,36,,53,,-21.87790721,-14.17932718,,-7.698580024,-14.19254848
16 Jun 2023,106,19,,87,,-14.39011648,-10.82036082,,-3.569755663,-17.76230414
17 Jun 2023,95,30,,65,,-4.251104836,-5.929342781,,1.678237945,-16.08406619
18 Jun 2023,18,107,,-89,,2.674005647,-2.382875642,,5.056881289,-11.0271849
19 Jun 2023,99,26,,73,,-6.493394917,-6.71373186,,0.2203369425,-10.80684796
20 Jun 2023,119,6,,113,,1.455944574,-2.728045267,,4.183989841,-6.62285812
21 Jun 2023,114,11,,103,,12.61035012,3.058356997,,9.55199312,2.929135
22 Jun 2023,22,103,,-81,,21.64931511,8.055439147,,13.59387596,16.52301096
23 Jun 2023,117,8,,109,,11.38438359,3.602667189,,7.781716405,24.30472736
24 Jun 2023,43,82,,-39,,21.14594524,8.87253383,,12.27341141,36.57813877
25 Jun 2023,87,38,,49,,15.13135071,6.478907138,,8.652443573,45.23058234
26 Jun 2023,20,105,,-85,,18.51821564,8.604961781,,9.913253859,55.1438362
27 Jun 2023,94,31,,63,,8.166394077,3.924713692,,4.241680384,59.38551659
28 Jun 2023,4,121,,-117,,13.64975467,6.878478008,,6.771276661,66.15679325
29 Jun 2023,107,18,,89,,0.584779202,0.6845541074,,-0.09977490541,66.05701834
30 Jun 2023,115,10,,105,,9.426301282,5.100326402,,4.32597488,70.38299322
1 Jul 2023,182,-57,,239,,18.98367115,10.09531008,,8.888361072,79.27135429
2 Jul 2023,88,37,,51,,40.98530404,21.54054458,,19.44475946,98.71611375
3 Jul 2023,98,27,,71,,41.98677363,23.01351735,,18.97325629,117.68937
4 Jul 2023,22,103,,-81,,44.88809627,25.41284148,,19.47525479,137.1646248
5 Jul 2023,8,117,,-109,,32.29928664,20.09219941,,12.20708724,149.3717121
6 Jul 2023,12,113,,-101,,18.16935798,13.63758944,,4.531768542,153.9034806
7 Jul 2023,99,26,,73,,6.252422182,7.905709965,,-1.653287784,152.2501928
8 Jul 2023,54,71,,-17,,12.92717996,11.16042447,,1.766755496,154.0169483
9 Jul 2023,30,95,,-65,,9.934461967,9.752403244,,0.1820587235,154.199007
10 Jul 2023,75,50,,25,,2.44101577,6.014783081,,-3.573767311,150.6252397
11 Jul 2023,73,52,,21,,4.696914193,6.964043927,,-2.267129734,148.35811
12 Jul 2023,48,77,,-29,,6.327222774,7.665841731,,-1.338618957,147.019491
13 Jul 2023,117,8,,109,,2.794500497,5.832549644,,-3.038049148,143.9814419
14 Jul 2023,18,107,,-89,,13.41505045,10.99092216,,2.424128285,146.4055702
15 Jul 2023,60,65,,-5,,3.173545402,5.991376054,,-2.817830652,143.5877395
16 Jul 2023,25,100,,-75,,2.356190862,5.441807251,,-3.085616389,140.5021231
17 Jul 2023,84,41,,43,,-5.379428224,1.419716889,,-6.799145113,133.702978
18 Jul 2023,22,103,,-81,,-0.5414854018,3.498731044,,-4.040216446,129.6627616
19 Jul 2023,67,58,,9,,-8.587336862,-0.7262055078,,-7.861131354,121.8016302
20 Jul 2023,62,63,,-1,,-6.828603175,-0.2398952325,,-6.588707943,115.2129223
21 Jul 2023,85,40,,45,,-6.245742858,-0.2779004708,,-5.967842387,109.2450799
22 Jul 2023,23,102,,-79,,-1.121168572,1.985994553,,-3.107163125,106.1379168
23 Jul 2023,99,26,,73,,-8.909051715,-2.063305175,,-6.84574654,99.29217023
24 Jul 2023,8,117,,-109,,-0.7181465434,1.689860084,,-2.408006627,96.8841636
25 Jul 2023,50,75,,-25,,-11.54633189,-3.84463292,,-7.701698969,89.18246463
26 Jul 2023,90,35,,55,,-12.8916987,-4.902401274,,-7.989297426,81.19316721
27 Jul 2023,49,76,,-27,,-6.10252883,-1.907281211,,-4.19524762,76.99791959
28 Jul 2023,99,26,,73,,-8.192275947,-3.16191715,,-5.030358797,71.96756079
29 Jul 2023,90,35,,55,,-0.07304835241,0.6461787074,,-0.7192270598,71.24833373
30 Jul 2023,21,104,,-83,,5.434256483,3.363869772,,2.070386711,73.31872044
31 Jul 2023,30,95,,-65,,-3.409169165,-0.9543237166,,-2.454845449,70.86387499
1 Aug 2023,100,25,,75,,-9.568252249,-4.156607531,,-5.411644718,65.45223028
2 Aug 2023,5,120,,-115,,-1.111427024,-0.1987771542,,-0.9126498698,64.53958041
3 Aug 2023,37,88,,-51,,-12.50028432,-5.938838296,,-6.561446025,57.97813438
4 Aug 2023,42,83,,-41,,-16.35025589,-8.191896382,,-8.158359508,49.81977487
5 Aug 2023,70,55,,15,,-18.8152303,-9.832301563,,-8.982928738,40.83684613
6 Aug 2023,55,70,,-15,,-15.43370727,-8.590686484,,-6.843020786,33.99382535
7 Aug 2023,45,80,,-35,,-15.39033654,-8.91115216,,-6.479184383,27.51464097
8 Aug 2023,104,21,,83,,-17.35130289,-10.21559455,,-7.135708337,20.37893263
9 Aug 2023,42,83,,-41,,-7.3161726,-5.554814825,,-1.761357776,18.61757485
10 Aug 2023,41,84,,-43,,-10.68455534,-7.327074083,,-3.357481257,15.2600936
11 Aug 2023,47,78,,-31,,-13.91609981,-9.110720379,,-4.805379427,10.45471417
12 Aug 2023,79,46,,33,,-15.62448983,-10.20518436,,-5.419305465,5.035408704
13 Aug 2023,31,94,,-63,,-10.76204084,-8.044925142,,-2.717115701,2.318293004
14 Aug 2023,78,47,,31,,-15.98583676,-10.79267889,,-5.193157874,-2.87486487
15 Aug 2023,8,117,,-109,,-11.28725308,-8.703044941,,-2.584208142,-5.459073012
16 Aug 2023,7,118,,-111,,-21.05852777,-13.71789269,,-7.340635081,-12.79970809
17 Aug 2023,8,117,,-109,,-30.052675,-18.58199806,,-11.47067694,-24.27038503
18 Aug 2023,91,34,,57,,-37.9474075,-23.10289816,,-14.84450934,-39.11489437
19 Aug 2023,106,19,,87,,-28.45266675,-19.09775325,,-9.354913499,-48.46980787
20 Aug 2023,81,44,,37,,-16.90740007,-13.79286559,,-3.114534487,-51.58434236
21 Aug 2023,16,109,,-93,,-11.51666007,-11.25322231,,-0.2634377589,-51.84778012
22 Aug 2023,41,84,,-43,,-19.66499406,-15.34056119,,-4.324432868,-56.17221298
23 Aug 2023,115,10,,105,,-21.99849465,-16.72353313,,-5.274961521,-61.44717451
24 Aug 2023,17,108,,-91,,-9.298645188,-10.63735648,,1.338711287,-60.10846322
25 Aug 2023,45,80,,-35,,-17.46878067,-14.65548865,,-2.813292018,-62.92175524
26 Aug 2023,47,78,,-31,,-19.2219026,-15.67271422,,-3.549188383,-66.47094362
27 Aug 2023,84,41,,43,,-20.39971234,-16.43907851,,-3.960633834,-70.43157745
28 Aug 2023,52,73,,-21,,-14.05974111,-13.46712458,,-0.5926165252,-71.02419398
29 Aug 2023,120,5,,115,,-14.753767,-13.84376835,,-0.9099986436,-71.93419262
30 Aug 2023,15,110,,-95,,-1.778390297,-7.401579936,,5.623189638,-66.31100298
31 Aug 2023,9,116,,-107,,-11.10055127,-11.78150094,,0.6809496714,-65.63005331
1 Sep 2023,23,102,,-79,,-20.69049614,-16.54242589,,-4.148070249,-69.77812356
2 Sep 2023,74,51,,23,,-26.52144653,-19.6653046,,-6.856141929,-76.63426549
3 Sep 2023,59,66,,-7,,-21.56930187,-17.53203937,,-4.037262507,-80.671528
4 Sep 2023,58,67,,-9,,-20.11237169,-17.0054374,,-3.106934287,-83.77846228
5 Sep 2023,86,39,,47,,-19.00113452,-16.60516553,,-2.395968989,-86.17443127
6 Sep 2023,64,61,,3,,-12.40102107,-13.42490725,,1.023886187,-85.15054509
7 Sep 2023,103,22,,81,,-10.86091896,-12.60366189,,1.742742931,-83.40780216
8 Sep 2023,20,105,,-85,,-1.674827064,-7.923478796,,6.248651732,-77.15915042
9 Sep 2023,47,78,,-31,,-10.00734436,-11.77730486,,1.769960499,-75.38918993
10 Sep 2023,7,118,,-111,,-12.10660992,-12.73843961,,0.6318296915,-74.75736023
11 Sep 2023,16,109,,-93,,-21.99594893,-17.65151763,,-4.344431297,-79.10179153
12 Sep 2023,94,31,,63,,-29.09635404,-21.41894175,,-7.677412286,-86.77920382
13 Sep 2023,106,19,,87,,-19.88671863,-17.19799466,,-2.68872397,-89.46792779
14 Sep 2023,94,31,,63,,-9.19804677,-11.98809493,,2.790048161,-86.67787963
15 Sep 2023,112,13,,99,,-1.978242093,-8.238690184,,6.260448091,-80.41743153
16 Sep 2023,67,58,,9,,8.119582117,-2.876755674,,10.99633779,-69.42109374
17 Sep 2023,19,106,,-87,,8.207623905,-2.282917891,,10.4905418,-58.93055195
18 Sep 2023,98,27,,71,,-1.313138485,-6.518771996,,5.205633511,-53.72491844
19 Sep 2023,115,10,,105,,5.918175363,-2.642833396,,8.561008759,-45.16390968
20 Sep 2023,43,82,,-39,,15.82635783,2.739308274,,13.08704955,-32.07686012
21 Sep 2023,15,110,,-95,,10.34372204,0.6523428598,,9.691379184,-22.38548094
22 Sep 2023,86,39,,47,,-0.1906501603,-4.130274283,,3.939624123,-18.44585682
23 Sep 2023,62,63,,-1,,4.528414856,-1.573760569,,6.102175425,-12.34368139
24 Sep 2023,17,108,,-91,,3.97557337,-1.545072541,,5.520645911,-6.823035482
25 Sep 2023,92,33,,59,,-5.521983967,-6.017818914,,0.4958349467,-6.327200536
26 Sep 2023,35,90,,-55,,0.9302144298,-2.766927968,,3.697142398,-2.630058138
27 Sep 2023,52,73,,-21,,-4.662807013,-5.378581569,,0.7157745563,-1.914283582
28 Sep 2023,109,16,,93,,-6.296526312,-6.159652491,,-0.1368738209,-2.051157403
29 Sep 2023,87,38,,49,,3.633126319,-1.201669866,,4.834796186,2.783638783
30 Sep 2023,78,47,,31,,8.169813687,1.308413627,,6.861400061,9.645038844
1 Oct 2023,113,12,,101,,10.45283232,2.792992946,,7.659839373,17.30487822
2 Oct 2023,115,10,,105,,19.50754909,7.703343298,,11.80420579,29.10908401
3 Oct 2023,26,99,,-73,,28.05679418,12.56817613,,15.48861804,44.59770205
4 Oct 2023,61,64,,-3,,17.95111476,8.289767327,,9.661347434,54.25904948
5 Oct 2023,18,107,,-89,,15.85600328,7.72527896,,8.130724324,62.38977381
6 Oct 2023,112,13,,99,,5.370402956,2.889015012,,2.481387944,64.87116175
7 Oct 2023,41,84,,-43,,14.73336266,7.694564262,,7.038798399,71.90996015
8 Oct 2023,31,94,,-63,,8.960026394,5.159836049,,3.800190346,75.7101505
9 Oct 2023,9,116,,-107,,1.764023755,1.751844246,,0.01217950861,75.72233
10 Oct 2023,50,75,,-25,,-9.112378621,-3.685747966,,-5.426630655,70.29569935
11 Oct 2023,34,91,,-57,,-10.70114076,-4.751460568,,-5.949680191,64.34601916
12 Oct 2023,36,89,,-53,,-15.33102668,-7.363887539,,-7.967139143,56.37888002
13 Oct 2023,107,18,,89,,-19.09792401,-9.645693162,,-9.452230852,46.92664916
14 Oct 2023,86,39,,47,,-8.288131613,-4.713408504,,-3.574723109,43.35192605
15 Oct 2023,83,42,,41,,-2.759318452,-2.127738079,,-0.6315803726,42.72034568
16 Oct 2023,106,19,,87,,1.616613393,0.02864882485,,1.587964569,44.30831025
17 Oct 2023,25,100,,-75,,10.15495205,4.377216384,,5.777735671,50.08604592
18 Oct 2023,32,93,,-61,,1.639456849,0.4083555644,,1.231101284,51.31714721
19 Oct 2023,52,73,,-21,,-4.624488836,-2.662062214,,-1.962426622,49.35472058
20 Oct 2023,116,9,,107,,-6.262039953,-3.578959103,,-2.683080849,46.67163973
21 Oct 2023,112,13,,99,,5.064164043,1.949988852,,3.114175191,49.78581492
22 Oct 2023,95,30,,65,,14.45774764,6.802489409,,7.655258229,57.44107315
23 Oct 2023,119,6,,113,,19.51197287,9.712364939,,9.799607936,67.24068109
24 Oct 2023,74,51,,23,,28.86077559,14.87674669,,13.9840289,81.22470998
25 Oct 2023,88,37,,51,,28.27469803,15.28290936,,12.99178867,94.21649865
26 Oct 2023,60,65,,-5,,30.54722823,17.06876389,,13.47846434,107.694963
27 Oct 2023,36,89,,-53,,26.9925054,15.9653257,,11.02717971,118.7221427
28 Oct 2023,104,21,,83,,18.99325486,12.51705941,,6.476195452,125.1983382
29 Oct 2023,101,24,,77,,25.39392938,16.04120644,,9.352722937,134.5510611
30 Oct 2023,86,39,,47,,30.55453644,19.08914612,,11.46539032,146.0164514
